date,price
2022-11-11 00:00:00 UTC,17594.9235002782
2022-11-12 00:00:00 UTC,17080.215260565
2022-11-13 00:00:00 UTC,16797.9874825701
2022-11-14 00:00:00 UTC,16344.342316001
2022-11-15 00:00:00 UTC,16645.8285002835
2022-11-16 00:00:00 UTC,16890.5293838646
2022-11-17 00:00:00 UTC,16689.3967327377
2022-11-18 00:00:00 UTC,16718.3612280551
2022-11-19 00:00:00 UTC,16707.0227789865
2022-11-20 00:00:00 UTC,16712.7295257948
2022-11-21 00:00:00 UTC,16304.0768556236
2022-11-22 00:00:00 UTC,15814.3352808553
2022-11-23 00:00:00 UTC,16171.6289783151
2022-11-24 00:00:00 UTC,16608.0099854436
2022-11-25 00:00:00 UTC,16596.0357584727
2022-11-26 00:00:00 UTC,16524.4490077209
2022-11-27 00:00:00 UTC,16456.1560624967
2022-11-28 00:00:00 UTC,16459.1495437559
2022-11-29 00:00:00 UTC,16222.2107287312
2022-11-30 00:00:00 UTC,16441.9799784191
2022-12-01 00:00:00 UTC,17186.5025720661
2022-12-02 00:00:00 UTC,16972.7340607746
2022-12-03 00:00:00 UTC,17084.8733404707
2022-12-04 00:00:00 UTC,16923.3828700803
2022-12-05 00:00:00 UTC,17149.9317509629
2022-12-06 00:00:00 UTC,16973.3725775535
2022-12-07 00:00:00 UTC,17085.6431412514
2022-12-08 00:00:00 UTC,16851.3034686318
2022-12-09 00:00:00 UTC,17235.0141579921
2022-12-10 00:00:00 UTC,17149.8242039253
2022-12-11 00:00:00 UTC,17125.364927689
2022-12-12 00:00:00 UTC,17101.0380197329
2022-12-13 00:00:00 UTC,17179.5960382035
2022-12-14 00:00:00 UTC,17784.1628940533
2022-12-15 00:00:00 UTC,17808.7161726588
2022-12-16 00:00:00 UTC,17338.3581266326
2022-12-17 00:00:00 UTC,16623.7578261443
2022-12-18 00:00:00 UTC,16806.4855920615
2022-12-19 00:00:00 UTC,16742.8166638341
2022-12-20 00:00:00 UTC,16422.5622732793
2022-12-21 00:00:00 UTC,16899.3319690468
2022-12-22 00:00:00 UTC,16816.85370119
2022-12-23 00:00:00 UTC,16824.7901624415
2022-12-24 00:00:00 UTC,16791.4554391649
2022-12-25 00:00:00 UTC,16848.5687083234
2022-12-26 00:00:00 UTC,16842.1770399055
2022-12-27 00:00:00 UTC,16900.0818719381
2022-12-28 00:00:00 UTC,16701.8402106679
2022-12-29 00:00:00 UTC,16538.906094002
2022-12-30 00:00:00 UTC,16644.3790870379
2022-12-31 00:00:00 UTC,16604.0205203734
2023-01-01 00:00:00 UTC,16540.6936247768
2023-01-02 00:00:00 UTC,16615.9693180128
2023-01-03 00:00:00 UTC,16674.3425363011
2023-01-04 00:00:00 UTC,16677.6461858503
2023-01-05 00:00:00 UTC,16855.1747387671
2023-01-06 00:00:00 UTC,16832.0989884979
2023-01-07 00:00:00 UTC,16960.2320624751
2023-01-08 00:00:00 UTC,16950.8615218539
2023-01-09 00:00:00 UTC,17074.6153957267
2023-01-10 00:00:00 UTC,17194.9093294532
2023-01-11 00:00:00 UTC,17436.9023297812
